logFC	se	df	t	pval	adjPval	protein	fit_status	model	adjPval_BH
-0.811129914877587	0.222493324431643	5.34144597495515	-3.64563708574003	0.0131954194739454	0.147960631919794	tr|A0Q819|A0Q819_FRATN	rlm	naive	0.147960631919794
-0.418921889157543	0.11640420973969	5.48250504787913	-3.59885514531098	0.0132857667590107	0.147960631919794	tr|A0Q4U5|A0Q4U5_FRATN	rlm	naive	0.147960631919794
-0.39127704761253	0.11097131783337	5.7603059168	-3.52592953973977	0.0132953531310927	0.147960631919794	tr|A0Q7U7|A0Q7U7_FRATN	rlm	naive	0.147960631919794
-0.47341027442944	0.13678893045357	6.00043011697071	-3.46088146796445	0.0134512471095263	0.147960631919794	tr|A0Q721|A0Q721_FRATN	rlm	naive	0.147960631919794
0.558821804291678	0.161672571044419	6.00043011697071	3.45650347910991	0.0135234265501555	0.147960631919794	tr|A0Q6Z3|A0Q6Z3_FRATN	rlm	naive	0.147960631919794
-0.346206972204094	0.100348692475531	6.00043011697071	-3.45003969322783	0.0136307762309569	0.147960631919794	tr|A0Q6S7|A0Q6S7_FRATN	rlm	naive	0.147960631919794
-0.572702129924237	0.14463671404362	4.41958668687566	-3.95959029981502	0.0137257096844745	0.147960631919794	tr|A0Q6R4|A0Q6R4_FRATN	rlm	naive	0.147960631919794
-0.344830554359161	0.098017256311331	5.55891461789177	-3.51805964925074	0.014230615804633	0.151549155916026	tr|A0Q5W5|A0Q5W5_FRATN	rlm	naive	0.151549155916026
0.551853041240061	0.161388661634098	5.95635709562562	3.41940403775841	0.0143165585588757	0.151549155916026	tr|A0Q537|A0Q537_FRATN	rlm	naive	0.151549155916026
1.15603367540679	0.336149252420317	5.7274470763526	3.43904877694418	0.0148713833525031	0.156016744992778	tr|A0Q6M9|A0Q6M9_FRATN	rlm	naive	0.156016744992778
-0.465737818815854	0.136140094147774	5.72737332509269	-3.42101878018622	0.0151938254287053	0.157988892732112	sp|A0Q7J5|RL32_FRATN	rlm	naive	0.157988892732112
0.601561982357965	0.170567220912355	5.26391114482443	3.52683229016832	0.0154215674357194	0.158950366113774	tr|A0Q7U1|A0Q7U1_FRATN	rlm	naive	0.158950366113774
0.287050748081512	0.0862838169606647	6.00043011697071	3.32682023342076	0.0158675690503101	0.161827281768867	tr|A0Q4H5|A0Q4H5_FRATN	rlm	naive	0.161827281768867
-0.341398034352408	0.0979654009139714	5.25174411260303	-3.48488375658471	0.0162168547867511	0.161827281768867	tr|A0Q6D9|A0Q6D9_FRATN	rlm	naive	0.161827281768867
0.56063607353904	0.160942480213283	5.24717013045954	3.48345615648571	0.0162656095803015	0.161827281768867	tr|A0Q7W2|A0Q7W2_FRATN	rlm	naive	0.161827281768867
-0.352845324649394	0.106871331434327	5.95965408960138	-3.30159005145567	0.0165382112256722	0.161827281768867	sp|A0Q7L0|DNLJ_FRATN	rlm	naive	0.161827281768867
0.958675286797897	0.29174190460566	6.00043011697071	3.28603903540602	0.0166944212219014	0.161827281768867	tr|A0Q412|A0Q412_FRATN	rlm	naive	0.161827281768867
0.407422592810222	0.124075621804875	6.00043011697071	3.28366351813208	0.0167440220281616	0.161827281768867	sp|A0Q5K6|UPP_FRATN	rlm	naive	0.161827281768867
-1.20239135731033	0.362882179027784	5.85003857912742	-3.31344834990718	0.0167501855842315	0.161827281768867	tr|A0Q6P4|A0Q6P4_FRATN	rlm	naive	0.161827281768867
