run	offset_log2
20141119_AlCH_1WT_20_2h_n3_1_1200	0.324218862216016
20141119_AlCH_1WT_20_2h_n4_1_1212	-0.0116448025655931
20141119_AlCH_1WT_20_2h_n5_1_1224	0.122321983713125
20141119_AlCH_3D8_20_2h_n3_1_1206	-0.317017861122277
20141119_AlCH_3D8_20_2h_n4_1_1218	-0.0316546957773376
20141119_AlCH_3D8_20_2h_n5_1_1230	-0.0764190537525007
